date,description,amount,category
2018-03-12,Grocery Store,19.35,Groceries
2018-03-12,Phone Company,89.52,Mobile Phone
2018-03-13,Amazon,45.75,Shopping
2018-03-14,Grocery Store,22.5,Groceries
2018-03-14,Brunch Restaurant,8.49,Restaurants
2018-03-15,Starbucks,3.5,Coffee Shops
2018-03-15,Power Company,60.0,Utilities
2018-03-16,Biweekly Paycheck,2000.0,Paycheck
2018-03-17,Brewing Company,19.5,Alcohol & Bars
2018-03-17,Pizza Place,23.34,Fast Food
2018-03-19,Mediterranean Restaurant,36.48,Restaurants
2018-03-19,City Water Charges,35.0,Utilities
2018-03-20,Amazon,14.97,Shopping
2018-03-22,BP,30.55,Gas & Fuel
2018-03-23,Credit Card Payment,559.91,Credit Card Payment
2018-03-23,Credit Card Payment,559.91,Credit Card Payment
2018-03-23,Grocery Store,11.76,Groceries
2018-03-26,Internet Service Provider,74.99,Internet
2018-03-28,Grocery Store,16.06,Groceries
2018-03-28,Pizza Place,24.98,Restaurants
2018-03-29,Steakhouse,17.64,Restaurants
2018-03-30,Grocery Store,9.09,Groceries
2018-03-30,Biweekly Paycheck,2000.0,Paycheck
2018-03-31,Belgian Restaurant,38.32,Restaurants
2018-03-31,Chili's,24.74,Restaurants
2018-03-31,Greek Restaurant,41.16,Restaurants
2018-04-01,Grocery Store,80.79,Groceries
2018-04-01,Brewing Company,59.48,Restaurants
2018-04-01,Amazon,13.13,Shopping
2018-04-02,Credit Card Payment,817.14,Credit Card Payment
2018-04-02,Credit Card Payment,817.14,Credit Card Payment
2018-04-02,Grocery Store,82.36,Groceries
2018-04-02,Hardware Store,13.89,Home Improvement
2018-04-02,Mortgage Payment,1247.44,Mortgage & Rent
2018-04-03,Amazon Video,6.41,Movies & DVDs
2018-04-04,Credit Card Payment,363.08,Credit Card Payment
2018-04-04,Credit Card Payment,363.08,Credit Card Payment
2018-04-04,Netflix,11.76,Movies & DVDs
2018-04-06,Chevron,4.58,Gas & Fuel
2018-04-06,Tiny Deli,9.76,Restaurants
2018-04-08,Irish Pub,22.0,Restaurants
2018-04-09,Blue Sky Market,6.48,Groceries
2018-04-09,Spotify,10.69,Music
2018-04-09,Gas Company,30.0,Utilities
2018-04-11,Phone Company,89.52,Mobile Phone
2018-04-12,Starbucks,7.0,Coffee Shops
2018-04-12,Barbershop,30.0,Haircut
2018-04-13,BP,37.98,Gas & Fuel
2018-04-13,Biweekly Paycheck,2000.0,Paycheck
2018-04-13,American Tavern,10.66,Restaurants
2018-04-14,Hardware Store,11.61,Home Improvement
2018-04-14,American Tavern,41.0,Restaurants
2018-04-16,State Farm,75.0,Auto Insurance
2018-04-16,City Water Charges,35.0,Utilities
2018-04-18,Power Company,60.0,Utilities
2018-04-20,Thai Restaurant,24.22,Restaurants
2018-04-21,Grocery Store,4.32,Groceries
2018-04-21,American Tavern,35.15,Restaurants
2018-04-22,Grocery Store,21.32,Groceries
2018-04-23,Hardware Store,42.7,Home Improvement
2018-04-24,Hardware Store,224.7,Home Improvement
2018-04-24,Amazon,41.34,Shopping
2018-04-25,Hardware Store,210.79,Home Improvement
2018-04-25,Internet Service Provider,74.99,Internet
2018-04-26,Credit Card Payment,769.72,Credit Card Payment
2018-04-26,Credit Card Payment,1216.94,Credit Card Payment
2018-04-26,Credit Card Payment,1216.94,Credit Card Payment
2018-04-27,Credit Card Payment,769.72,Credit Card Payment
2018-04-27,Biweekly Paycheck,2000.0,Paycheck
2018-04-28,Grocery Store,22.98,Groceries
2018-04-29,QuikTrip,39.0,Gas & Fuel
2018-04-29,Grocery Store,51.05,Groceries
2018-04-29,Hardware Store,68.47,Home Improvement
2018-04-30,Grocery Store,5.09,Groceries
2018-05-01,Amazon,13.13,Shopping
2018-05-02,Mortgage Payment,1247.44,Mortgage & Rent
2018-05-03,Amazon,49.72,Shopping
2018-05-04,Grocery Store,42.23,Groceries
2018-05-04,Netflix,11.76,Movies & DVDs
2018-05-05,Bojangles,7.27,Fast Food
2018-05-05,Pizza Place,20.52,Fast Food
2018-05-06,Hardware Store,22.37,Home Improvement
2018-05-06,Amazon,117.69,Shopping
2018-05-09,Credit Card Payment,601.4,Credit Card Payment
2018-05-09,Credit Card Payment,601.4,Credit Card Payment
2018-05-09,Spotify,10.69,Music
2018-05-09,Gas Company,30.0,Utilities
2018-05-10,Phone Company,111.18,Mobile Phone
2018-05-11,Grocery Store,57.32,Groceries
2018-05-11,Biweekly Paycheck,2000.0,Paycheck
2018-05-11,Mike's Construction Co.,8000.0,Home Improvement
2018-05-12,Liquor Store,27.77,Alcohol & Bars
2018-05-12,Shell,33.3,Gas & Fuel
2018-05-12,Fancy Restaurant,78.0,Restaurants
2018-05-14,Grocery Store,67.63,Groceries
2018-05-15,Power Company,60.0,Utilities
2018-05-17,Barbershop,29.0,Haircut
2018-05-17,City Water Charges,35.0,Utilities
2018-05-18,State Farm,75.0,Auto Insurance
2018-05-18,Amazon,6.41,Shopping
2018-05-19,Credit Card Payment,207.08,Credit Card Payment
2018-05-19,Grocery Store,31.0,Groceries
2018-05-19,Greek Restaurant,23.26,Restaurants
2018-05-21,Credit Card Payment,283.07,Credit Card Payment
2018-05-21,Thai Restaurant,26.04,Restaurants
2018-05-21,Amazon,32.5,Shopping
2018-05-22,Credit Card Payment,283.07,Credit Card Payment
2018-05-24,BP,39.44,Gas & Fuel
2018-05-25,Internet Service Provider,74.99,Internet
2018-05-25,Biweekly Paycheck,2000.0,Paycheck
2018-05-28,Movie Theater,9.62,Entertainment
2018-05-28,Grocery Store,91.03,Groceries
2018-05-29,Movie Theater,20.0,Movies & DVDs
2018-05-29,Movie Theater,6.25,Movies & DVDs
2018-06-01,BP,38.63,Gas & Fuel
2018-06-01,Grocery Store,6.11,Groceries
2018-06-01,Amazon,13.13,Shopping
2018-06-02,Credit Card Payment,235.18,Credit Card Payment
2018-06-02,Credit Card Payment,466.36,Credit Card Payment
2018-06-03,Italian Restaurant,65.81,Restaurants
2018-06-04,Credit Card Payment,235.18,Credit Card Payment
2018-06-04,Grocery Store,24.12,Groceries
2018-06-04,Mortgage Payment,1247.44,Mortgage & Rent
2018-06-04,Netflix,11.76,Movies & DVDs
2018-06-06,Starbucks,4.0,Coffee Shops
2018-06-08,Biweekly Paycheck,2000.0,Paycheck
2018-06-08,Gas Company,30.0,Utilities
2018-06-09,Chick-Fil-A,16.18,Fast Food
2018-06-09,Grocery Store,9.56,Groceries
2018-06-09,Spotify,10.69,Music
2018-06-10,Grocery Store,46.01,Groceries
2018-06-12,Grocery Store,12.55,Groceries
2018-06-12,Phone Company,89.46,Mobile Phone
2018-06-14,Credit Card Payment,283.44,Credit Card Payment
2018-06-14,Credit Card Payment,283.44,Credit Card Payment
2018-06-14,Grocery Store,7.02,Groceries
2018-06-15,Power Company,60.0,Utilities
2018-06-16,Starbucks,3.0,Coffee Shops
2018-06-16,Pizza Place,22.66,Fast Food
2018-06-16,Grocery Store,13.9,Groceries
2018-06-18,City Water Charges,35.0,Utilities
2018-06-19,Shell,38.52,Gas & Fuel
2018-06-19,Grocery Store,2.69,Groceries
2018-06-20,State Farm,75.0,Auto Insurance
2018-06-20,Credit Card Payment,89.45,Credit Card Payment
2018-06-20,Barbershop,30.0,Haircut
2018-06-21,Credit Card Payment,89.45,Credit Card Payment
2018-06-22,Biweekly Paycheck,2000.0,Paycheck
2018-06-23,Brunch Restaurant,8.5,Restaurants
2018-06-23,Amazon,74.97,Shopping
2018-06-25,Credit Card Payment,942.76,Credit Card Payment
2018-06-25,Credit Card Payment,942.76,Credit Card Payment
2018-06-25,Internet Service Provider,74.99,Internet
2018-06-26,Grocery Store,9.62,Groceries
2018-06-27,Starbucks,3.5,Coffee Shops
2018-06-27,Pizza Place,22.66,Fast Food
2018-06-28,Grocery Store,7.57,Groceries
2018-07-01,Amazon,13.13,Shopping
2018-07-02,Mortgage Payment,1247.44,Mortgage & Rent
2018-07-02,Movie Theater,25.0,Movies & DVDs
2018-07-02,American Tavern,36.44,Restaurants
2018-07-04,BP,34.48,Gas & Fuel
2018-07-04,Netflix,11.76,Movies & DVDs
2018-07-05,Grocery Store,44.25,Groceries
2018-07-05,Amazon,212.32,Shopping
2018-07-06,Amazon Video,6.41,Movies & DVDs
2018-07-06,Biweekly Paycheck,2000.0,Paycheck
2018-07-08,Credit Card Payment,259.87,Credit Card Payment
2018-07-09,Credit Card Payment,242.16,Credit Card Payment
2018-07-09,Credit Card Payment,259.87,Credit Card Payment
2018-07-09,Spotify,10.69,Music
2018-07-10,Credit Card Payment,242.16,Credit Card Payment
2018-07-10,Grocery Store,5.39,Groceries
2018-07-10,Gas Company,30.0,Utilities
2018-07-11,Phone Company,89.46,Mobile Phone
2018-07-14,Go Mart,33.51,Gas & Fuel
2018-07-15,Circle K,36.24,Gas & Fuel
2018-07-17,Wendy's,15.23,Fast Food
2018-07-17,City Water Charges,35.0,Utilities
2018-07-17,Power Company,60.0,Utilities
2018-07-18,Irish Restaurant,28.54,Alcohol & Bars
2018-07-18,State Farm,75.0,Auto Insurance
2018-07-20,Credit Card Payment,61.43,Credit Card Payment
2018-07-20,Credit Card Payment,102.88,Credit Card Payment
2018-07-20,Credit Card Payment,102.88,Credit Card Payment
2018-07-20,Biweekly Paycheck,2000.0,Paycheck
2018-07-21,Grocery Store,28.93,Groceries
2018-07-21,Barbershop,30.0,Haircut
2018-07-23,Credit Card Payment,61.43,Credit Card Payment
2018-07-23,Starbucks,9.58,Fast Food
2018-07-24,American Tavern,26.59,Restaurants
2018-07-25,Internet Service Provider,74.99,Internet
2018-07-26,Conoco,33.67,Gas & Fuel
2018-07-28,Grocery Store,7.61,Groceries
2018-07-30,American Tavern,34.38,Restaurants
2018-07-31,Brewing Company,6.6,Alcohol & Bars
2018-08-01,Amazon,13.13,Shopping
2018-08-02,Credit Card Payment,816.27,Credit Card Payment
2018-08-02,Shell,40.44,Gas & Fuel
2018-08-02,Mortgage Payment,1247.44,Mortgage & Rent
2018-08-03,Grocery Store,6.27,Groceries
2018-08-03,Biweekly Paycheck,2000.0,Paycheck
2018-08-04,Netflix,11.76,Movies & DVDs
2018-08-06,Amazon,76.47,Shopping
2018-08-09,Spotify,10.69,Music
2018-08-09,Gas Company,30.0,Utilities
2018-08-10,Phone Company,89.4,Mobile Phone
2018-08-11,Chick-Fil-A,13.67,Fast Food
2018-08-11,Valero,33.66,Gas & Fuel
2018-08-15,Credit Card Payment,269.56,Credit Card Payment
2018-08-15,Credit Card Payment,159.38,Credit Card Payment
2018-08-15,Shell,41.07,Gas & Fuel
2018-08-15,Grocery Store,5.64,Groceries
2018-08-15,Power Company,60.0,Utilities
2018-08-16,Credit Card Payment,269.56,Credit Card Payment
2018-08-16,City Water Charges,35.0,Utilities
2018-08-17,Biweekly Paycheck,2000.0,Paycheck
2018-08-17,Amazon,14.98,Shopping
2018-08-18,Amazon,23.47,Shopping
2018-08-20,State Farm,75.0,Auto Insurance
2018-08-21,Credit Card Payment,34.18,Credit Card Payment
2018-08-21,Credit Card Payment,99.76,Credit Card Payment
2018-08-21,Credit Card Payment,99.76,Credit Card Payment
2018-08-22,Credit Card Payment,34.18,Credit Card Payment
2018-08-24,American Tavern,42.31,Restaurants
2018-08-27,Internet Service Provider,74.99,Internet
2018-08-30,Shell,35.65,Gas & Fuel
2018-08-31,Grocery Store,11.64,Groceries
2018-08-31,Biweekly Paycheck,2000.0,Paycheck
2018-09-01,Brewing Company,47.4,Alcohol & Bars
2018-09-01,Amazon,13.13,Shopping
2018-09-02,Amazon,109.83,Shopping
2018-09-04,Credit Card Payment,687.29,Credit Card Payment
2018-09-04,Credit Card Payment,687.29,Credit Card Payment
2018-09-04,Mortgage Payment,1247.44,Mortgage & Rent
2018-09-04,Netflix,11.76,Movies & DVDs
2018-09-07,Gas Company,30.0,Utilities
2018-09-09,Brewing Company,18.0,Alcohol & Bars
2018-09-09,Spotify,10.69,Music
2018-09-11,BP,38.86,Gas & Fuel
2018-09-11,Grocery Store,7.87,Groceries
2018-09-12,Grocery Store,47.16,Groceries
2018-09-12,Phone Company,89.4,Mobile Phone
2018-09-13,Grocery Store,5.64,Groceries
2018-09-14,Credit Card Payment,134.34,Credit Card Payment
2018-09-14,Biweekly Paycheck,2000.0,Paycheck
2018-09-17,Grocery Store,10.17,Groceries
2018-09-17,Grocery Store,8.8,Groceries
2018-09-17,City Water Charges,35.0,Utilities
2018-09-18,Grocery Store,4.32,Groceries
2018-09-18,Power Company,60.0,Utilities
2018-09-19,State Farm,75.0,Auto Insurance
2018-09-19,Barbershop,30.0,Haircut
2018-09-20,Amazon,47.38,Shopping
2018-09-22,Hardware Store,69.4,Home Improvement
2018-09-22,Hardware Store,6.83,Home Improvement
2018-09-25,Internet Service Provider,74.99,Internet
2018-09-25,Sushi Restaurant,48.64,Restaurants
2018-09-26,Starbucks,5.0,Coffee Shops
2018-09-26,Exxon,38.0,Gas & Fuel
2018-09-27,Valero,40.71,Gas & Fuel
2018-09-28,Credit Card Payment,128.12,Credit Card Payment
2018-09-28,Credit Card Payment,284.96,Credit Card Payment
2018-09-28,Credit Card Payment,284.96,Credit Card Payment
2018-09-28,Grocery Store,13.36,Groceries
2018-09-28,Biweekly Paycheck,2000.0,Paycheck
2018-09-29,Greek Restaurant,23.26,Restaurants
2018-09-29,German Restaurant,46.7,Restaurants
2018-10-01,Starbucks,3.0,Coffee Shops
2018-10-01,Credit Card Payment,128.12,Credit Card Payment
2018-10-01,Grocery Store,15.66,Groceries
2018-10-01,Amazon,13.13,Shopping
2018-10-02,Credit Card Payment,124.03,Credit Card Payment
2018-10-02,Credit Card Payment,124.03,Credit Card Payment
2018-10-02,Mortgage Payment,1209.18,Mortgage & Rent
2018-10-04,Netflix,11.76,Movies & DVDs
2018-10-06,American Tavern,27.0,Restaurants
2018-10-08,Shell,38.06,Gas & Fuel
2018-10-08,Hardware Store,80.65,Home Improvement
2018-10-08,Hardware Store,31.2,Home Improvement
2018-10-09,Spotify,10.69,Music
2018-10-09,Amazon,19.98,Shopping
2018-10-09,Gas Company,30.0,Utilities
2018-10-10,Grocery Store,53.68,Groceries
2018-10-11,Phone Company,89.4,Mobile Phone
2018-10-12,Biweekly Paycheck,2000.0,Paycheck
2018-10-16,Power Company,60.0,Utilities
2018-10-17,City Water Charges,35.0,Utilities
2018-10-18,State Farm,75.0,Auto Insurance
2018-10-18,Grocery Store,33.55,Groceries
2018-10-18,Hardware Store,45.24,Home Improvement
2018-10-18,Brunch Restaurant,8.0,Restaurants
2018-10-21,Credit Card Payment,544.37,Credit Card Payment
2018-10-22,Credit Card Payment,353.83,Credit Card Payment
2018-10-22,Credit Card Payment,353.83,Credit Card Payment
2018-10-22,BP,34.66,Gas & Fuel
2018-10-23,Grocery Store,7.57,Groceries
2018-10-25,Internet Service Provider,74.99,Internet
2018-10-25,Amazon,29.98,Shopping
2018-10-26,Biweekly Paycheck,2000.0,Paycheck
2018-10-27,American Tavern,25.4,Restaurants
2018-10-28,Brewing Company,12.71,Alcohol & Bars
2018-10-28,Seafood Restaurant,14.75,Food & Dining
2018-10-28,Grocery Store,92.49,Groceries
2018-10-28,Italian Restaurant,54.0,Restaurants
2018-10-31,Grocery Store,5.64,Groceries
2018-11-01,Amazon,13.13,Shopping
2018-11-02,Credit Card Payment,262.51,Credit Card Payment
2018-11-02,Credit Card Payment,262.51,Credit Card Payment
2018-11-02,Mortgage Payment,1209.18,Mortgage & Rent
2018-11-03,Pizza Place,23.66,Fast Food
2018-11-04,Netflix,11.76,Movies & DVDs
2018-11-05,Shell,36.51,Gas & Fuel
2018-11-06,Amazon,53.95,Shopping
2018-11-06,Gas Company,30.0,Utilities
2018-11-08,Grocery Store,5.64,Groceries
2018-11-09,Spotify,10.69,Music
2018-11-09,Biweekly Paycheck,2000.0,Paycheck
2018-11-10,Brewing Company,27.0,Alcohol & Bars
2018-11-10,Chick-Fil-A,14.19,Fast Food
2018-11-10,Food Truck,24.4,Groceries
2018-11-12,Grocery Store,10.18,Groceries
2018-11-12,American Tavern,22.33,Restaurants
2018-11-13,Grocery Store,4.8,Groceries
2018-11-13,Grocery Store,37.43,Groceries
2018-11-13,Grocery Store,10.15,Groceries
2018-11-13,Phone Company,89.54,Mobile Phone
2018-11-14,Power Company,60.0,Utilities
2018-11-16,City Water Charges,35.0,Utilities
2018-11-17,Brewing Company,22.8,Alcohol & Bars
2018-11-17,Hardware Store,15.47,Home Improvement
2018-11-17,Hardware Store,6.4,Home Improvement
2018-11-17,Greek Restaurant,23.26,Restaurants
2018-11-19,Brewing Company,20.0,Alcohol & Bars
2018-11-19,QuikTrip,29.15,Gas & Fuel
2018-11-19,Hardware Store,10.02,Home Improvement
2018-11-20,State Farm,75.0,Auto Insurance
2018-11-20,Credit Card Payment,421.96,Credit Card Payment
2018-11-21,Grocery Store,5.64,Groceries
2018-11-21,Hardware Store,37.41,Home Improvement
2018-11-23,Biweekly Paycheck,2000.0,Paycheck
2018-11-26,American Tavern,16.8,Alcohol & Bars
2018-11-26,Internet Service Provider,74.99,Internet
2018-11-27,Movie Theater,17.0,Movies & DVDs
2018-11-27,American Tavern,28.4,Restaurants
2018-11-29,Credit Card Payment,582.99,Credit Card Payment
2018-11-29,Credit Card Payment,751.5,Credit Card Payment
2018-11-30,Credit Card Payment,582.99,Credit Card Payment
2018-11-30,Grocery Store,6.27,Groceries
2018-12-01,Grocery Store,5.64,Groceries
2018-12-01,Brunch Restaurant,8.0,Restaurants
2018-12-01,Amazon,13.13,Shopping
2018-12-03,BP,30.03,Gas & Fuel
2018-12-03,Grocery Store,148.15,Groceries
2018-12-03,Mortgage Payment,1209.18,Mortgage & Rent
2018-12-04,Starbucks,3.0,Coffee Shops
2018-12-04,Latin Restaurant,20.65,Fast Food
2018-12-04,Netflix,11.76,Movies & DVDs
2018-12-06,Grocery Store,21.38,Groceries
2018-12-06,Grocery Store,13.48,Groceries
2018-12-06,Gas Company,40.0,Utilities
2018-12-07,Barbershop,30.0,Haircut
2018-12-07,Biweekly Paycheck,2000.0,Paycheck
2018-12-08,Grocery Store,12.64,Groceries
2018-12-09,Spotify,10.69,Music
2018-12-11,Brunch Restaurant,10.29,Restaurants
2018-12-12,Phone Company,89.54,Mobile Phone
2018-12-13,Thai Restaurant,27.0,Restaurants
2018-12-14,Grocery Store,21.39,Groceries
2018-12-14,Hardware Store,17.1,Home Improvement
2018-12-14,Power Company,60.0,Utilities
2018-12-17,American Tavern,63.0,Food & Dining
2018-12-17,BP,20.01,Gas & Fuel
2018-12-17,City Water Charges,35.0,Utilities
2018-12-18,Starbucks,3.0,Coffee Shops
2018-12-18,Credit Card Payment,311.02,Credit Card Payment
2018-12-18,Credit Card Payment,311.02,Credit Card Payment
2018-12-18,Fancy Restaurant,56.52,Restaurants
2018-12-18,Amazon,49.99,Shopping
2018-12-18,Amazon,41.72,Shopping
2018-12-18,Amazon,24.3,Shopping
2018-12-19,State Farm,75.0,Auto Insurance
2018-12-19,Amazon,43.01,Shopping
2018-12-20,Credit Card Payment,464.03,Credit Card Payment
2018-12-20,Shell,30.38,Gas & Fuel
2018-12-21,Credit Card Payment,464.03,Credit Card Payment
2018-12-21,Biweekly Paycheck,2000.0,Paycheck
2018-12-22,New York Deli,21.38,Fast Food
2018-12-22,Hardware Store,22.14,Home Improvement
2018-12-23,Hardware Store,28.0,Home Improvement
2018-12-24,Hardware Store,38.4,Home Improvement
2018-12-26,Chick-Fil-A,56.07,Fast Food
2018-12-26,Shell,32.47,Gas & Fuel
2018-12-26,Shell,7.48,Gas & Fuel
2018-12-26,Internet Service Provider,75.99,Internet
2018-12-26,Amazon,44.99,Shopping
2018-12-28,Brewing Company,12.0,Alcohol & Bars
2018-12-29,Brewing Company,14.0,Alcohol & Bars
2018-12-29,Credit Card Payment,860.05,Credit Card Payment
2018-12-29,Grocery Store,55.04,Groceries
2019-01-01,Amazon,13.09,Shopping
2019-01-02,Credit Card Payment,499.6,Credit Card Payment
2019-01-03,Mortgage Payment,1100.0,Mortgage & Rent
2019-01-03,Amazon,42.1,Shopping
2019-01-04,Biweekly Paycheck,2000.0,Paycheck
2019-01-05,American Tavern,23.49,Restaurants
2019-01-08,Gas Company,45.0,Utilities
2019-01-09,Credit Card Payment,491.45,Credit Card Payment
2019-01-09,Credit Card Payment,491.45,Credit Card Payment
2019-01-09,Credit Card Payment,281.84,Credit Card Payment
2019-01-09,Spotify,10.69,Music
2019-01-10,Grocery Store,58.79,Groceries
2019-01-10,Barbershop,30.0,Haircut
2019-01-10,Phone Company,65.0,Mobile Phone
2019-01-14,Shell,28.92,Gas & Fuel
2019-01-15,Grocery Store,6.06,Groceries
2019-01-16,City Water Charges,35.0,Utilities
2019-01-16,Power Company,60.0,Utilities
2019-01-18,State Farm,75.0,Auto Insurance
2019-01-18,Biweekly Paycheck,2000.0,Paycheck
2019-01-21,Credit Card Payment,277.99,Credit Card Payment
2019-01-22,Credit Card Payment,277.99,Credit Card Payment
2019-01-24,Grocery Store,21.06,Groceries
2019-01-24,Amazon,11.7,Shopping
2019-01-24,Amazon,4.21,Shopping
2019-01-25,Internet Service Provider,75.0,Internet
2019-01-31,Credit Card Payment,1900.0,Credit Card Payment
2019-01-31,Shell,31.32,Gas & Fuel
2019-02-01,Biweekly Paycheck,2000.0,Paycheck
2019-02-01,Roadside Diner,9.47,Restaurants
2019-02-01,Amazon,13.09,Shopping
2019-02-04,Hardware Store,86.97,Home Improvement
2019-02-04,Netflix,11.76,Television
2019-02-05,Mortgage Payment,1100.0,Mortgage & Rent
2019-02-07,Gas Company,65.0,Utilities
2019-02-08,Starbucks,3.0,Coffee Shops
2019-02-08,Thai Restaurant,27.47,Restaurants
2019-02-09,Spotify,10.69,Music
2019-02-11,Starbucks,3.0,Coffee Shops
2019-02-11,Credit Card Payment,133.95,Credit Card Payment
2019-02-11,BP,24.01,Gas & Fuel
2019-02-12,Grocery Store,30.54,Groceries
2019-02-12,Phone Company,65.0,Mobile Phone
2019-02-13,Grocery Store,8.21,Groceries
2019-02-15,Credit Card Payment,207.47,Credit Card Payment
2019-02-15,Credit Card Payment,207.47,Credit Card Payment
2019-02-15,Grocery Store,4.59,Groceries
2019-02-15,Biweekly Paycheck,2000.0,Paycheck
2019-02-15,Power Company,60.0,Utilities
2019-02-16,Brewing Company,8.0,Alcohol & Bars
2019-02-16,American Tavern,32.75,Restaurants
2019-02-16,Amazon,37.45,Shopping
2019-02-19,Credit Card Payment,574.84,Credit Card Payment
2019-02-19,City Water Charges,35.0,Utilities
2019-02-20,State Farm,75.0,Auto Insurance
2019-02-20,Credit Card Payment,292.54,Credit Card Payment
2019-02-20,Barbershop,30.0,Haircut
2019-02-21,Credit Card Payment,292.54,Credit Card Payment
2019-02-21,Grocery Store,46.96,Groceries
2019-02-25,BP,33.8,Gas & Fuel
2019-02-25,Internet Service Provider,75.0,Internet
2019-02-27,Roadside Diner,25.77,Restaurants
2019-02-28,Grocery Store,32.07,Groceries
2019-03-01,Biweekly Paycheck,2000.0,Paycheck
2019-03-01,Amazon,13.09,Shopping
2019-03-04,Grocery Store,92.04,Groceries
2019-03-04,Mortgage Payment,1100.0,Mortgage & Rent
2019-03-04,Netflix,11.76,Television
2019-03-05,Fancy Restaurant,7.0,Restaurants
2019-03-06,Credit Card Payment,491.86,Credit Card Payment
2019-03-08,BP,34.08,Gas & Fuel
2019-03-08,Amazon,27.17,Shopping
2019-03-08,Gas Company,49.0,Utilities
2019-03-09,Spotify,10.69,Music
2019-03-12,Phone Company,65.0,Mobile Phone
2019-03-12,Bakery Place,3.02,Restaurants
